,City,Latitude,Temperature,Humidity,Cloudiness,Wind Speed
1114,Ponta Do Sol,-20.63,68.22,95,97,5.35
1115,Dunedin,-45.87,61.0,75,65,14.0
1116,Hobart,-42.88,51.08,58,75,23.04
1117,Namibe,-15.19,73.87,80,75,11.01
1118,Bredasdorp,-34.53,57.29,54,23,17.22
1119,Saint-Philippe,45.36,38.05,55,90,9.17
1120,Rikitea,-23.12,77.59,72,0,3.76
1121,Texarkana,33.44,63.41,82,1,5.82
1122,Bethel,60.79,34.39,90,90,12.75
1123,Fortuna,40.6,48.67,100,90,3.36
1124,Atuona,-9.8,80.31,77,100,17.25
1125,Pisco,-13.71,63.28,88,0,14.99
1126,Port Alfred,-33.59,62.01,88,100,5.01
1127,San Gabriel,34.1,62.1,68,1,4.7
1128,Port Blair,11.67,82.6,82,100,17.52
1129,Ushuaia,-54.81,33.8,98,90,32.21
1130,Komsomolskiy,67.55,5.25,96,88,6.22
1131,Kapaa,22.08,82.44,65,40,17.22
1132,Mataura,-46.19,66.67,69,100,2.68
1133,Provideniya,64.42,30.2,58,0,11.18
1134,Laguna,16.17,77.0,94,20,2.01
1135,Ilulissat,69.22,26.6,58,97,1.12
1136,Laguna,16.17,77.0,94,20,2.01
1137,Kapaa,22.08,82.44,65,40,17.22
1138,Bredasdorp,-34.53,57.29,54,23,17.22
1139,Ushuaia,-54.81,33.8,98,90,32.21
1140,Chuy,-33.69,59.4,74,97,6.98
1141,Puerto Ayora,-0.74,69.01,92,5,4.0
1142,Banjar,-7.37,91.96,38,17,2.28
1143,Gamba,28.28,30.0,40,1,3.8
1144,Avarua,-21.21,77.0,78,10,9.17
1145,Busselton,-33.64,70.95,34,0,4.12
1146,Ushuaia,-54.81,33.8,98,90,32.21
1147,Hermanus,-34.42,56.79,69,99,11.99
1148,Antalaha,-14.9,78.31,78,100,16.15
1149,Ponta Do Sol,-20.63,68.22,95,97,5.35
1150,Talnakh,69.49,14.0,85,75,15.66
1151,Butaritari,3.07,84.61,74,68,10.22
1152,Kon Tum,14.36,78.42,56,100,2.33
1153,Nalut,31.86,59.04,83,52,16.08
1154,Torbay,47.66,42.67,81,20,29.97
1155,Maceio,-9.67,73.4,88,98,4.7
1156,Georgetown,6.8,79.47,83,40,9.17
1157,Yellowknife,62.45,7.92,92,20,4.7
1158,Kattivakkam,13.22,79.52,94,20,2.24
1159,Puerto Ayora,-0.74,69.01,92,5,4.0
1160,Lethem,3.38,82.89,62,31,6.96
1161,Sakaiminato,35.55,59.97,62,75,3.36
1162,Cidreira,-30.17,67.59,77,31,25.19
1163,Katsuura,33.93,59.99,62,75,4.7
1164,Necochea,-38.55,70.0,65,16,3.0
1165,Holme,56.11,34.86,93,100,5.88
1166,Hilo,19.71,73.83,66,1,6.93
1167,Avarua,-21.21,77.0,78,10,9.17
1168,New Norfolk,-42.78,51.1,58,75,23.04
1169,Saint-Pierre,48.95,47.12,100,90,11.41
1170,Ancud,-41.87,46.36,81,100,6.06
1171,Mataura,-46.19,66.67,69,100,2.68
1172,Mataura,-46.19,66.67,69,100,2.68
1173,Georgetown,6.8,79.47,83,40,9.17
1174,Punta Arenas,-53.16,37.22,68,75,33.33
1175,Kundiawa,-6.02,66.11,79,88,2.01
1176,Bambous Virieux,-20.34,73.71,83,75,9.17
1177,Lebu,8.96,53.6,66,20,3.36
1178,Cape Town,-33.93,58.24,62,75,4.7
1179,Tura,64.27,-7.64,95,31,2.71
1180,Vaini,15.34,66.2,100,40,1.25
1181,Bataipora,-22.3,73.11,96,100,3.69
1182,Saurimo,-9.66,63.09,92,56,3.24
1183,Punta Arenas,-53.16,37.22,68,75,33.33
1184,Naze,5.43,74.1,97,100,2.64
1185,Carnarvon,-30.97,44.56,71,0,14.79
1186,Albany,42.65,32.49,59,90,3.36
1187,Vaini,15.34,66.2,100,40,1.25
1188,Tutoia,-2.76,73.15,91,0,3.24
1189,Bintulu,3.17,80.22,88,75,3.36
1190,Ushuaia,-54.81,33.8,98,90,32.21
1191,Madison Heights,42.49,36.37,55,40,5.57
1192,East London,-33.02,65.8,79,100,15.05
1193,Keti Bandar,24.14,78.08,28,0,10.25
1194,Hermanus,-34.42,56.79,69,99,11.99
1195,Butaritari,3.07,84.61,74,68,10.22
1196,Havre-Saint-Pierre,50.23,26.6,49,1,21.92
1197,Bluff,-23.58,88.39,19,0,3.22
1198,Busselton,-33.64,70.95,34,0,4.12
1199,Ixtapa,20.71,81.36,83,90,6.93
1200,Kahului,20.89,78.58,69,75,20.8
1201,Lebu,8.96,53.6,66,20,3.36
1202,Cabedelo,-6.97,77.0,83,75,5.82
1203,Inverell,-29.78,84.7,18,0,5.99
1204,Cidreira,-30.17,67.59,77,31,25.19
1205,Vaini,15.34,66.2,100,40,1.25
1206,Nikolskoye,59.7,24.46,73,100,11.18
1207,Ushuaia,-54.81,33.8,98,90,32.21
1208,Tasiilaq,65.61,24.8,68,100,5.82
1209,Cidreira,-30.17,67.59,77,31,25.19
1210,Esperance,-33.86,60.8,67,90,12.75
1211,Port Elizabeth,39.31,40.06,80,1,3.22
1212,Hobart,-42.88,51.08,58,75,23.04
1213,Birjand,32.86,28.4,19,0,11.41
1214,Port Elizabeth,39.31,40.06,80,1,3.22
1215,Jorochito,-18.06,73.4,94,75,4.36
1216,Kaitangata,-46.28,61.0,73,67,8.01
1217,Saint-Leu,-21.15,67.44,60,85,3.36
1218,Nipawin,53.36,8.6,78,75,8.05
1219,Balakhninskiy,58.01,6.66,93,100,2.13
1220,Illapel,-31.63,54.73,52,0,2.64
1221,Mataura,-46.19,66.67,69,100,2.68
1222,Ushuaia,-54.81,33.8,98,90,32.21
1223,Jamestown,-33.21,65.84,41,28,16.15
1224,Vaini,15.34,66.2,100,40,1.25
1225,Kapaa,22.08,82.44,65,40,17.22
1226,Jamestown,-33.21,65.84,41,28,16.15
1227,Kapaa,22.08,82.44,65,40,17.22
1228,Komsomolskiy,67.55,5.25,96,88,6.22
1229,Hilo,19.71,73.83,66,1,6.93
1230,Arraial Do Cabo,-22.97,72.39,85,100,7.49
1231,Kinlochleven,56.71,41.4,85,100,6.51
1232,North Platte,41.12,23.43,86,90,11.41
1233,Hobart,-42.88,51.08,58,75,23.04
1234,Namibe,-15.19,73.87,80,75,11.01
1235,Faanui,-16.48,80.83,81,3,16.42
1236,Ushuaia,-54.81,33.8,98,90,32.21
1237,Olinda,-37.84,57.74,48,90,25.28
1238,Saint-Philippe,45.36,38.05,55,90,9.17
1239,Hilo,19.71,73.83,66,1,6.93
1240,Albany,42.65,32.49,59,90,3.36
1241,Busselton,-33.64,70.95,34,0,4.12
1242,Soc Trang,9.6,84.2,79,40,1.12
1243,Avarua,-21.21,77.0,78,10,9.17
1244,Hermanus,-34.42,56.79,69,99,11.99
1245,Sunland Park,31.8,60.35,67,1,17.22
1246,Albany,42.65,32.49,59,90,3.36
1247,Vaini,15.34,66.2,100,40,1.25
1248,Barrow,-38.31,61.7,39,20,10.11
1249,Rikitea,-23.12,77.59,72,0,3.76
1250,Ayan,38.23,30.61,36,0,0.94
1251,Ushuaia,-54.81,33.8,98,90,32.21
1252,Werota,11.92,67.42,64,95,10.96
1253,Mar Del Plata,-46.43,49.62,31,0,33.98
1254,Hualmay,-11.1,59.85,85,5,2.17
1255,Saint-Louis,16.03,73.4,83,52,6.93
1256,Qaanaaq,77.48,-0.01,57,14,6.51
1257,Vaitape,-16.52,80.83,81,3,16.42
1258,Ancud,-41.87,46.36,81,100,6.06
1259,East London,-33.02,65.8,79,100,15.05
1260,Raudeberg,61.99,30.42,61,60,8.05
1261,Verkhnyaya Inta,65.99,5.43,97,99,3.33
1262,Bluff,-23.58,88.39,19,0,3.22
1263,Tuktoyaktuk,69.44,23.0,92,90,6.93
1264,Hermanus,-34.42,56.79,69,99,11.99
1265,Carnarvon,-30.97,44.56,71,0,14.79
1266,Bluff,-23.58,88.39,19,0,3.22
1267,Qaanaaq,77.48,-0.01,57,14,6.51
1268,Hilo,19.71,73.83,66,1,6.93
1269,Ushuaia,-54.81,33.8,98,90,32.21
1270,Puerto Ayora,-0.74,69.01,92,5,4.0
1271,Husavik,50.56,12.13,73,5,7.87
1272,Atuona,-9.8,80.31,77,100,17.25
1273,Pevek,69.7,25.52,74,57,8.39
1274,Busselton,-33.64,70.95,34,0,4.12
1275,Albany,42.65,32.49,59,90,3.36
1276,Carnarvon,-30.97,44.56,71,0,14.79
1277,Kapaa,22.08,82.44,65,40,17.22
1278,Bredasdorp,-34.53,57.29,54,23,17.22
1279,San Quintin,17.54,84.61,75,6,3.89
1280,Upernavik,72.79,24.15,93,100,3.69
1281,Sao Felix Do Xingu,-6.64,71.92,97,100,3.18
1282,Cherskiy,68.75,27.84,74,100,10.94
1283,Albany,42.65,32.49,59,90,3.36
1284,Mar Del Plata,-46.43,49.62,31,0,33.98
1285,Busselton,-33.64,70.95,34,0,4.12
1286,Puerto Ayora,-0.74,69.01,92,5,4.0
1287,Tual,-5.67,83.12,69,100,1.43
1288,Gat,14.69,73.4,78,86,19.46
1289,Hirata,37.21,62.78,67,40,8.05
1290,Beloha,-25.17,70.72,77,0,7.07
1291,East London,-33.02,65.8,79,100,15.05
1292,Jieshi,22.82,73.0,55,57,3.0
1293,Castro,-42.48,35.46,97,97,1.81
1294,Pevek,69.7,25.52,74,57,8.39
1295,Busselton,-33.64,70.95,34,0,4.12
1296,Ponta Do Sol,-20.63,68.22,95,97,5.35
1297,Tasiilaq,65.61,24.8,68,100,5.82
1298,Vaini,15.34,66.2,100,40,1.25
1299,Punta Arenas,-53.16,37.22,68,75,33.33
1300,Acapulco,16.86,84.2,79,75,9.17
1301,Lutkun,41.48,33.21,37,0,3.33
1302,Teguldet,57.31,30.04,94,100,15.9
1303,Bluff,-23.58,88.39,19,0,3.22
1304,Punta Arenas,-53.16,37.22,68,75,33.33
1305,Paldiski,59.35,30.85,74,75,12.75
1306,Moerai,-22.43,73.27,72,100,9.73
1307,Port Alfred,-33.59,62.01,88,100,5.01
1308,Sainte-Suzanne,47.51,43.81,93,71,6.93
1309,Marsa Matruh,31.35,72.79,65,0,6.6
1310,Saint George,39.45,53.6,93,20,1.03
1311,Vila Franca Do Campo,37.72,62.6,77,75,2.24
1312,Rawson,-43.3,55.09,44,33,27.54
1313,Rikitea,-23.12,77.59,72,0,3.76
1314,Puerto Ayora,-0.74,69.01,92,5,4.0
1315,New Norfolk,-42.78,51.1,58,75,23.04
1316,Puerto Ayora,-0.74,69.01,92,5,4.0
1317,Ushuaia,-54.81,33.8,98,90,32.21
1318,Barrow,-38.31,61.7,39,20,10.11
1319,Port Elizabeth,39.31,40.06,80,1,3.22
1320,Airai,-8.93,86.16,36,17,8.68
1321,Katsuura,33.93,59.99,62,75,4.7
1322,Mongo,-5.62,69.78,98,100,2.21
1323,Zyryanka,65.73,5.29,93,100,11.63
1324,Khani,41.96,53.6,62,0,4.7
1325,Carnarvon,-30.97,44.56,71,0,14.79
1326,Dali,34.79,57.42,60,65,2.01
1327,Lahad Datu,5.02,83.34,71,85,5.93
1328,Cape Town,-33.93,58.24,62,75,4.7
1329,Saint-Joseph,43.56,47.03,81,0,3.36
1330,Emerald,-23.53,89.33,19,0,4.7
1331,Iqaluit,63.75,6.42,71,20,8.05
1332,Lebu,8.96,53.6,66,20,3.36
1333,Morro Bay,35.37,55.72,87,75,2.75
1334,Grand-Lahou,5.24,81.48,79,100,6.08
1335,Hermanus,-34.42,56.79,69,99,11.99
1336,Hithadhoo,-0.6,82.45,68,100,6.02
1337,Ushuaia,-54.81,33.8,98,90,32.21
1338,Busselton,-33.64,70.95,34,0,4.12
1339,Natitingou,10.31,74.19,57,0,3.04
1340,Punta Arenas,-53.16,37.22,68,75,33.33
1341,Diego De Almagro,-26.39,57.83,35,0,2.51
1342,Bethel,60.79,34.39,90,90,12.75
1343,Mataura,-46.19,66.67,69,100,2.68
1344,Leshukonskoye,64.9,16.48,96,82,3.2
1345,Port Alfred,-33.59,62.01,88,100,5.01
1346,Iqaluit,63.75,6.42,71,20,8.05
1347,Rikitea,-23.12,77.59,72,0,3.76
1348,Mataura,-46.19,66.67,69,100,2.68
1349,Castro,-42.48,35.46,97,97,1.81
1350,Archidona,-0.91,60.58,95,87,2.48
1351,Barrow,-38.31,61.7,39,20,10.11
1352,Busselton,-33.64,70.95,34,0,4.12
1353,Mataura,-46.19,66.67,69,100,2.68
1354,Narsaq,60.91,26.6,58,68,3.36
1355,Ancud,-41.87,46.36,81,100,6.06
1356,Lompoc,34.64,55.8,76,1,5.82
1357,Barrow,-38.31,61.7,39,20,10.11
1358,Albany,42.65,32.49,59,90,3.36
1359,Basco,40.33,40.05,69,90,17.22
1360,Nemuro,43.32,39.2,64,100,5.82
1361,Busselton,-33.64,70.95,34,0,4.12
1362,Roald,62.58,24.04,86,86,5.82
1363,Billings,45.79,18.21,79,40,5.82
1364,Klaksvik,62.23,35.6,68,100,9.17
1365,Longyearbyen,78.22,12.2,72,20,3.36
1366,Bluff,-23.58,88.39,19,0,3.22
1367,Hasaki,35.73,65.01,63,20,10.29
1368,Peniche,39.36,58.44,100,75,17.22
1369,San Cristobal,14.68,64.2,95,100,2.08
1370,Kimamba,-6.79,71.04,81,84,3.04
1371,Ponta Do Sol,-20.63,68.22,95,97,5.35
1372,Chokurdakh,70.62,10.81,96,99,4.07
1373,Umm Lajj,25.02,73.69,46,28,2.42
1374,Hilo,19.71,73.83,66,1,6.93
1375,Moose Factory,51.26,15.8,85,1,8.05
1376,Punta Arenas,-53.16,37.22,68,75,33.33
1377,Esmeraldas,-19.76,78.21,65,40,5.82
1378,Castro,-42.48,35.46,97,97,1.81
1379,La Maddalena,39.15,54.91,81,0,3.36
1380,Valparaiso,41.47,40.68,75,90,9.17
